activity_id,recruiter_id,activity_date,calls_made,emails_sent,submissions,interviews_scheduled,placements
2299,7,2022-06-06,15,58,4,1,0
2300,7,2023-12-18,41,61,8,3,2
2301,7,2024-06-10,44,29,3,0,0
2302,7,2023-07-31,40,33,7,2,0
2303,7,2023-11-13,15,36,6,5,2
2304,7,2023-10-16,17,65,8,0,0
2305,7,2022-12-19,41,49,7,3,2
2306,7,2022-05-16,22,60,4,1,1
2307,7,2023-04-17,10,70,3,3,1
2308,7,2023-04-24,29,47,1,5,2
2309,7,2024-06-17,25,67,6,1,1
2310,7,2022-04-18,37,46,7,1,1
2311,7,2022-01-03,34,33,5,0,1
2312,7,2024-02-12,37,28,6,5,1
2313,7,2022-04-04,18,35,5,5,0
2314,7,2023-11-27,32,21,6,5,1
2315,7,2022-11-14,34,66,0,1,2
2316,7,2023-07-31,22,32,8,3,0
2317,7,2022-01-03,31,37,5,5,2
2318,7,2023-05-01,17,63,6,2,0
2319,7,2022-06-13,38,49,7,4,2
2320,7,2022-07-25,16,46,2,1,0
2321,7,2023-04-24,41,39,7,2,0
2322,7,2022-05-30,32,68,6,1,2
2323,7,2023-05-01,33,56,6,1,1
2324,7,2023-09-18,22,55,2,0,1
2325,7,2023-01-16,19,49,5,3,1
2326,7,2022-03-21,21,60,2,3,0
2327,7,2022-12-05,18,42,6,5,2
2328,7,2024-03-04,18,32,8,4,1
2329,7,2022-01-17,18,70,8,3,1
2330,7,2023-04-17,42,62,5,4,0
2331,7,2024-06-03,10,24,2,2,0
2332,7,2023-04-24,34,23,7,4,0
2333,7,2024-03-25,34,31,0,3,2
2334,7,2023-04-10,41,49,1,0,0
2335,7,2024-01-15,13,61,1,0,2
2336,7,2022-08-15,22,39,1,3,2
2337,7,2023-01-16,11,60,6,5,2
2338,7,2022-08-01,18,57,8,2,0
2339,7,2022-01-10,41,42,2,3,0
2340,7,2024-01-22,45,51,6,0,2
2341,7,2023-10-16,38,33,7,0,2
2342,7,2023-04-24,36,53,5,1,2
2343,7,2022-06-06,37,41,7,3,2
2344,7,2022-07-25,14,34,8,3,2
2345,7,2023-07-10,14,28,1,5,0
2346,7,2022-05-23,45,64,8,0,2
2347,7,2022-03-14,35,67,8,3,1
2348,7,2022-03-21,11,29,2,5,0
2349,7,2024-02-19,30,25,3,2,0
2350,7,2022-05-16,15,22,7,1,0
2351,7,2023-03-20,15,57,8,4,1
2352,7,2022-10-31,15,66,1,1,2
2353,7,2024-06-17,33,45,5,4,1
2354,7,2022-09-26,32,39,7,0,0
2355,7,2022-04-25,40,34,5,1,1
2356,7,2022-04-04,35,52,0,2,0
2357,7,2022-01-10,34,66,5,5,2
2358,7,2023-05-22,38,23,7,0,0
2359,7,2022-01-24,37,27,2,1,2
2360,7,2023-02-13,14,43,0,2,1
2361,7,2023-02-13,40,50,5,0,2
2362,7,2023-10-30,17,66,7,1,0
2363,7,2023-02-20,12,51,0,1,1
2364,7,2023-06-05,28,48,4,2,2
2365,7,2022-05-23,17,61,8,0,1
2366,7,2022-04-04,26,29,4,0,1
2367,7,2023-10-23,21,27,2,4,1
2368,7,2024-05-13,30,63,1,2,1
2369,7,2022-04-04,45,20,3,0,0
2370,7,2023-12-04,19,26,1,1,2
2371,7,2024-06-03,24,23,3,1,0
2372,7,2023-11-20,28,47,7,5,1
2373,7,2023-06-19,43,52,1,2,0
2374,7,2022-03-14,15,26,7,4,0
2375,7,2023-02-13,36,56,4,2,1
2376,7,2023-05-08,36,52,8,0,0
2377,7,2023-09-04,29,52,3,5,1
2378,7,2023-10-23,37,26,0,5,1
2379,7,2023-01-09,24,36,4,0,2
2380,7,2022-08-08,34,50,8,1,0
2381,7,2024-04-15,18,47,1,4,2
2382,7,2023-08-07,34,61,8,3,1
2383,7,2022-02-28,19,42,1,0,1
2384,7,2022-05-02,12,34,0,3,2
2385,7,2022-06-27,21,52,1,1,1
2386,7,2023-10-09,43,28,8,4,1
2387,7,2023-06-26,28,60,1,3,0
2388,7,2022-04-25,45,41,4,3,1
2389,7,2024-06-24,24,58,4,1,2
2390,7,2023-10-23,32,65,2,1,2
2391,7,2024-04-08,10,50,3,0,0
2392,7,2024-01-01,34,39,8,4,0
2393,7,2024-04-15,16,47,5,4,2
2394,7,2022-10-03,26,34,7,3,0
2395,7,2023-05-29,37,31,2,1,0
2396,7,2023-05-22,23,26,3,5,0
2397,7,2024-03-11,23,23,8,4,0
2398,7,2023-07-24,15,24,2,4,2
2399,7,2024-01-15,41,35,4,5,1
2400,7,2022-05-30,14,22,6,2,1
2401,7,2023-05-22,22,36,0,0,0
2402,7,2023-08-28,24,47,0,4,1
2403,7,2024-06-03,31,35,6,1,0
2404,7,2022-10-10,28,29,2,4,0
2405,7,2023-11-27,13,65,1,4,2
2406,7,2023-02-13,26,58,5,0,1
2407,7,2022-02-14,41,55,6,0,0
2408,7,2023-03-27,29,52,6,4,0
2409,7,2022-08-15,28,70,8,2,1
2410,7,2023-05-29,32,38,0,1,1
2411,7,2022-06-06,28,21,7,4,2
2412,7,2022-12-19,14,21,1,4,2
2413,7,2023-05-29,20,60,4,4,0
2414,7,2023-05-01,14,23,3,4,1
2415,7,2022-03-07,14,20,7,2,1
2416,7,2023-07-31,36,32,3,1,2
2417,7,2023-01-02,45,51,1,4,0
2418,7,2024-02-19,16,43,8,1,0
2419,7,2023-07-31,17,56,7,5,1
2420,7,2023-09-04,43,67,2,5,0
2421,7,2024-04-15,19,64,0,4,0
2422,7,2024-03-04,11,50,7,5,2
2423,7,2023-12-11,28,65,3,5,0
2424,7,2022-08-01,45,24,7,2,1
2425,7,2024-02-19,31,33,0,4,2
2426,7,2023-11-06,44,33,1,3,2
2427,7,2022-03-07,32,34,7,3,1
2428,7,2023-05-01,22,24,4,1,2
2429,7,2023-11-27,39,42,8,3,1
2430,7,2024-01-01,44,34,0,4,0
2431,7,2022-05-16,21,46,1,5,0
2432,7,2023-10-23,17,34,3,5,2
2433,7,2022-02-07,28,25,0,1,1
2434,7,2022-09-05,30,43,6,5,1
2435,7,2022-08-08,14,44,0,3,2
2436,7,2022-04-11,24,31,6,0,0
2437,7,2023-07-17,16,31,7,3,1
2438,7,2024-02-05,38,48,4,1,0
2439,7,2022-10-03,12,38,4,0,0
2440,7,2024-06-24,22,62,0,5,1
2441,7,2024-01-22,44,62,5,1,0
2442,7,2023-12-25,44,40,3,4,2
2443,7,2022-09-12,32,41,6,5,0
2444,7,2022-01-17,34,65,4,3,2
2445,7,2024-02-05,31,39,6,1,1
2446,7,2023-05-22,23,25,8,3,0
2447,7,2022-10-03,16,69,2,1,2
2448,7,2022-12-05,22,51,0,4,1
2449,7,2023-09-18,29,36,6,3,2
2450,7,2022-02-07,21,44,5,0,2
2451,7,2023-09-04,32,37,5,4,0
2452,7,2022-02-21,25,48,3,2,1
2453,7,2023-08-14,45,42,6,1,2
2454,7,2022-02-07,33,45,2,0,1
2455,7,2023-10-23,11,63,5,3,0
2456,7,2024-06-03,23,54,0,3,0
2457,7,2023-08-14,33,61,5,4,0
2458,7,2023-01-02,37,49,7,4,1
2459,7,2023-07-31,26,34,1,2,2
2460,7,2024-01-29,31,60,8,4,2
2461,7,2024-06-17,31,62,7,2,2
2462,7,2023-11-27,43,23,1,0,0
2463,7,2023-02-27,36,69,2,0,0
2464,7,2022-02-28,22,46,5,0,1
2465,7,2024-02-19,12,42,8,1,1
2466,7,2023-12-04,39,46,4,4,0
2467,7,2022-08-29,14,26,0,5,1
2468,7,2023-12-25,18,64,1,2,1
2469,7,2023-01-23,38,59,2,4,1
2470,7,2023-06-19,29,56,3,5,2
2471,7,2022-12-26,39,27,2,5,2
2472,7,2022-06-20,37,70,7,4,2
2473,7,2023-05-01,15,44,5,1,1
2474,7,2023-11-20,38,32,5,4,0
2475,7,2023-04-03,25,28,7,5,2
2476,7,2023-12-11,27,39,8,3,1
2477,7,2023-08-14,17,23,2,1,2
2478,7,2023-05-22,15,52,3,2,0
2479,7,2022-01-31,17,34,3,5,2
2480,7,2023-01-02,25,51,5,0,2
2481,7,2023-09-04,38,61,3,1,0
2482,7,2022-08-01,10,50,2,0,0
2483,7,2022-12-26,16,53,1,5,2
2484,7,2022-08-22,10,48,1,4,2
2485,7,2022-03-07,42,36,2,2,2
2486,7,2022-07-11,39,32,1,4,0
2487,7,2022-07-18,17,60,2,0,1
2488,7,2023-06-19,20,65,7,4,2
2489,7,2024-05-20,15,70,7,1,0
2490,7,2022-03-21,38,35,5,4,1
2491,7,2023-09-11,16,55,1,4,1
2492,7,2024-06-10,34,62,7,4,2
2493,7,2023-04-24,42,21,2,4,1
2494,7,2022-11-07,24,65,2,4,0
2495,7,2022-05-23,30,69,0,3,0
2496,7,2024-06-24,33,66,0,1,1
2497,7,2023-11-13,28,41,7,4,1
2498,7,2022-09-12,45,53,3,5,0
2499,7,2023-05-29,33,22,5,1,2
2500,7,2023-07-10,12,53,3,4,1
2501,7,2023-03-06,20,41,5,2,0
2502,7,2023-12-25,29,63,4,4,0
2503,7,2022-06-27,18,53,4,0,2
2504,7,2023-02-06,36,36,2,1,2
2505,7,2023-02-13,18,65,7,3,2
2506,7,2023-10-23,23,63,2,5,0
2507,7,2022-08-22,23,38,2,3,0
2508,7,2022-05-09,30,47,8,2,0
2509,7,2022-05-23,22,62,0,0,1
2510,7,2024-01-01,34,54,0,0,2
2511,7,2022-11-14,24,44,5,0,1
2512,7,2023-04-10,44,60,2,2,1
2513,7,2023-08-14,24,27,4,2,2
2514,7,2023-09-25,38,34,4,0,2
2515,7,2023-04-17,37,24,3,4,0
2516,7,2023-05-08,40,55,7,0,2
2517,7,2023-04-17,42,68,7,1,0
2518,7,2022-07-11,11,52,8,5,0
2519,7,2022-04-04,36,52,2,4,1
2520,7,2023-05-08,45,61,6,3,2
2521,7,2022-08-15,19,67,0,5,1
2522,7,2024-04-15,40,67,0,4,1
2523,7,2022-10-31,27,56,5,1,0
2524,7,2022-04-25,12,24,0,4,1
2525,7,2024-06-17,39,70,2,4,2
2526,7,2023-03-13,16,36,2,4,1
2527,7,2022-07-18,25,46,4,1,2
2528,7,2023-03-13,24,53,7,0,1
2529,7,2022-09-19,35,36,7,1,1
2530,7,2023-09-04,12,70,2,1,1
2531,7,2023-08-21,18,33,0,4,1
2532,7,2023-01-30,13,40,1,0,2
2533,7,2023-11-20,11,54,7,1,0
2534,7,2022-01-03,30,66,3,5,1
2535,7,2023-10-30,31,43,4,2,2
2536,7,2023-05-01,34,39,6,3,2
2537,7,2023-01-23,27,69,5,3,0
2538,7,2024-02-26,11,62,0,2,2
2539,7,2023-11-27,19,22,5,3,1
2540,7,2022-09-19,20,52,4,3,2
2541,7,2022-10-31,41,50,3,5,1
2542,7,2024-02-19,38,55,2,4,2
2543,7,2023-04-10,27,22,6,0,1
2544,7,2024-01-22,17,40,4,4,0
2545,7,2022-12-26,13,35,5,5,2
2546,7,2022-02-14,37,30,1,5,1
2547,7,2024-04-15,32,20,3,5,2
2548,7,2022-03-07,32,28,4,0,2
2549,7,2023-04-10,23,57,4,2,0
2550,7,2023-08-28,41,22,8,0,0
2551,7,2022-01-31,16,37,7,0,2
2552,7,2022-08-08,30,65,0,5,2
2553,7,2022-09-05,31,34,8,2,0
2554,7,2024-03-25,37,48,1,3,1
2555,7,2023-04-03,17,20,8,0,0
2556,7,2023-10-16,35,60,8,5,2
2557,7,2023-05-29,21,25,5,2,0
2558,7,2024-04-08,22,49,6,3,2
2559,7,2022-12-19,21,48,8,4,0
2560,7,2022-02-21,34,59,5,0,0
2561,7,2023-07-17,10,35,3,0,2
2562,7,2023-01-02,23,29,3,1,1
2563,7,2023-03-13,23,40,4,1,2
2564,7,2023-02-13,32,48,2,1,2
2565,7,2023-09-25,29,23,5,3,1
2566,7,2024-04-22,42,54,6,3,0
2567,7,2022-10-24,23,34,3,3,1
2568,7,2022-11-28,45,41,8,0,0
2569,7,2022-04-18,42,56,4,0,2
2570,7,2022-05-02,32,56,3,0,2
2571,7,2022-09-05,19,46,4,5,0
2572,7,2023-09-11,31,66,6,0,2
2573,7,2024-02-26,16,39,5,4,1
2574,7,2022-08-08,24,36,5,0,1
2575,7,2024-01-15,38,45,1,4,2
2576,7,2024-01-15,13,38,1,4,1
2577,7,2024-04-08,44,38,0,5,2
2578,7,2023-10-30,12,69,2,5,2
2579,7,2022-03-07,19,53,5,0,1
2580,7,2022-12-26,17,22,4,0,2
2581,7,2022-01-03,28,53,6,1,0
2582,7,2024-06-17,19,27,0,3,0
2583,7,2022-10-10,41,62,1,3,1
2584,7,2023-04-03,19,64,6,3,2
2585,7,2023-02-20,21,24,3,3,0
2586,7,2023-09-11,44,47,2,3,2
2587,7,2024-01-29,15,63,5,3,2
2588,7,2024-05-27,11,27,8,1,1
2589,7,2023-09-11,39,45,6,3,1
2590,7,2022-09-12,13,49,7,4,0
2591,7,2022-03-07,15,27,0,3,0
2592,7,2024-02-26,36,32,2,5,0
2593,7,2022-10-17,32,36,4,5,1
2594,7,2022-07-11,12,32,5,1,2
2595,7,2024-05-06,18,31,5,4,1
2596,7,2022-09-26,25,41,2,0,2
2597,7,2022-12-19,12,34,7,5,1
2598,7,2022-10-03,43,26,6,4,1
2599,7,2023-07-31,26,34,0,4,2
2600,7,2024-01-01,32,49,6,3,1
2601,7,2023-11-20,24,58,1,5,1
2602,7,2024-04-08,20,59,7,5,1
2603,7,2022-09-19,22,65,7,2,1
2604,7,2024-04-22,24,48,3,1,1
2605,7,2023-07-10,17,57,6,3,0
2606,7,2024-04-29,37,30,7,3,1
2607,7,2022-08-22,32,20,4,3,1
2608,7,2023-01-30,37,59,4,2,0
2609,7,2023-08-14,40,63,5,2,0
2610,7,2022-07-18,24,61,5,3,0
2611,7,2024-03-04,11,32,3,0,2
2612,7,2023-08-21,39,30,0,5,2
2613,7,2022-04-18,22,51,2,5,2
2614,7,2023-11-13,40,66,6,2,0
2615,7,2024-01-01,24,70,8,4,0
2616,7,2022-09-12,14,43,5,1,2
2617,7,2023-02-27,22,30,8,1,2
2618,7,2022-11-07,26,66,3,5,1
2619,7,2024-03-18,18,40,4,0,1
2620,7,2024-06-10,11,29,3,3,1
2621,7,2022-11-28,19,27,6,3,1
2622,7,2023-08-28,25,42,1,0,1
2623,7,2023-02-06,16,28,5,0,1
2624,7,2022-05-02,29,62,3,2,1
2625,7,2022-07-18,40,65,7,5,0
2626,7,2022-12-05,42,60,5,2,2
2627,7,2023-06-12,38,31,3,2,0
2628,7,2023-12-11,11,65,2,5,0
2629,7,2023-10-16,28,23,3,1,0
2630,7,2023-01-23,31,48,6,5,1
2631,7,2022-07-18,14,23,0,3,2
2632,7,2023-03-06,35,51,1,0,2
2633,7,2023-01-16,25,44,4,0,2
2634,7,2022-03-07,33,40,6,1,2
2635,7,2023-02-27,26,25,6,3,0
2636,7,2022-06-13,14,60,7,3,0
2637,7,2022-07-11,39,37,7,5,2
2638,7,2024-04-01,21,67,1,4,1
2639,7,2022-03-07,40,42,2,0,0
2640,7,2022-09-05,15,21,0,0,2
2641,7,2022-11-28,14,26,6,3,2
2642,7,2022-11-28,19,48,2,1,2
2643,7,2024-03-04,44,31,1,0,0
2644,7,2023-10-09,26,60,6,4,0
2645,7,2024-01-22,33,27,6,4,1
2646,7,2024-04-29,20,22,0,2,1
2647,7,2023-04-24,28,43,3,3,0
2648,7,2023-01-30,44,27,2,5,0
2649,7,2022-11-28,36,35,1,0,1
2650,7,2023-11-13,26,63,7,1,0
2651,7,2024-06-10,24,59,5,5,1
2652,7,2022-07-25,19,56,6,2,0
2653,7,2023-10-30,39,27,3,2,0
2654,7,2023-06-05,41,45,0,4,0
2655,7,2024-05-06,19,41,3,0,0
2656,7,2022-12-26,24,54,1,1,0
2657,7,2023-11-27,27,32,1,5,1
2658,7,2024-02-05,18,25,3,4,1
2659,7,2023-06-19,12,54,1,5,0
2660,7,2023-09-25,35,28,5,0,2
2661,7,2022-03-21,26,60,0,1,0
2662,7,2024-05-06,13,27,1,4,0
2663,7,2022-03-14,40,25,8,1,1
2664,7,2023-07-24,10,30,1,1,1
2665,7,2024-05-20,44,36,0,0,2
2666,7,2024-05-20,14,22,2,2,2
2667,7,2023-07-24,24,56,5,0,2
2668,7,2022-02-07,30,23,0,1,2
2669,7,2024-05-06,21,49,8,5,2
2670,7,2023-01-30,40,38,2,3,0
2671,8,2023-03-20,24,30,0,4,2
2672,8,2024-02-19,44,67,1,1,2
2673,8,2022-11-28,39,56,3,1,1
2674,8,2022-09-26,39,31,6,4,1
2675,8,2022-08-15,11,22,1,5,1
2676,8,2023-03-06,45,32,6,1,2
2677,8,2022-05-16,13,36,6,1,2
2678,8,2024-06-24,43,20,6,1,0
2679,8,2024-04-29,21,51,5,0,0
2680,8,2024-04-01,10,41,4,4,1
2681,8,2022-12-05,25,37,1,3,1
2682,8,2022-06-27,35,51,0,0,0
2683,8,2024-01-08,44,52,3,3,0
2684,8,2023-04-03,22,60,7,2,2
2685,8,2023-05-15,18,34,3,5,2
2686,8,2024-06-10,23,27,8,2,2
2687,8,2022-06-27,25,40,2,3,1
2688,8,2023-06-19,15,27,7,3,0
2689,8,2024-06-10,22,36,0,4,0
2690,8,2022-05-23,35,34,8,4,1
2691,8,2023-04-10,28,40,2,0,2
2692,8,2023-07-31,39,29,1,2,2
2693,8,2023-02-13,22,41,7,1,1
2694,8,2023-12-11,23,61,3,2,2
2695,8,2024-03-11,16,27,0,0,1
2696,8,2024-03-11,33,43,3,5,0
2697,8,2023-05-15,13,53,6,5,2
2698,8,2023-02-20,18,34,4,1,1
2699,8,2022-12-26,24,39,8,0,0
2700,8,2023-07-10,39,50,2,2,2
2701,8,2022-03-28,34,42,2,1,2
2702,8,2022-06-13,18,68,4,2,2
2703,8,2022-05-30,32,21,5,0,2
2704,8,2023-05-22,29,57,0,0,0
2705,8,2023-10-23,21,40,3,3,1
2706,8,2023-11-20,30,50,4,2,2
2707,8,2023-11-06,25,30,8,5,2
2708,8,2022-09-19,31,43,4,2,1
2709,8,2022-02-14,40,68,2,2,2
2710,8,2022-02-28,26,46,8,0,0
2711,8,2023-10-02,19,37,3,3,0
2712,8,2022-12-19,37,59,3,2,1
2713,8,2023-01-23,10,70,2,4,0
2714,8,2023-06-19,23,47,5,1,0
2715,8,2024-06-03,13,42,7,3,1
2716,8,2023-06-12,22,66,2,5,1
2717,8,2022-11-21,30,32,0,4,1
2718,8,2023-05-22,32,50,0,0,2
2719,8,2022-05-02,17,63,8,1,0
2720,8,2022-06-13,23,36,0,0,2
2721,8,2022-07-18,20,22,7,3,2
2722,8,2024-03-18,35,53,3,5,1
2723,8,2023-06-05,45,51,2,2,2
2724,8,2022-05-23,22,66,7,4,2
2725,8,2023-08-21,19,30,5,4,1
2726,8,2023-04-24,23,42,8,3,2
2727,8,2022-10-31,22,22,1,0,1
2728,8,2023-10-30,10,64,6,4,0
2729,8,2024-03-11,18,22,5,3,0
2730,8,2023-04-10,36,33,0,1,0
2731,8,2022-04-04,45,69,2,1,0
2732,8,2022-03-21,14,27,7,2,2
2733,8,2023-02-27,33,34,2,5,0
2734,8,2023-03-20,24,27,7,5,0
2735,8,2022-05-23,32,43,6,2,1
2736,8,2022-09-26,42,68,1,3,2
2737,8,2023-02-13,19,22,0,3,2
2738,8,2022-11-07,15,40,2,3,0
2739,8,2022-10-10,17,43,3,4,1
2740,8,2023-01-23,33,49,8,0,0
2741,8,2024-05-06,41,26,2,2,2
2742,8,2024-03-11,16,20,2,0,0
2743,8,2022-11-14,31,59,0,5,1
2744,8,2023-04-24,27,56,2,3,0
2745,8,2022-10-03,33,25,5,3,1
2746,8,2023-02-27,42,41,6,1,1
2747,8,2022-11-28,36,61,7,5,2
2748,8,2024-03-04,45,46,1,4,0
2749,8,2024-04-22,31,68,2,0,2
2750,8,2022-04-04,41,39,8,5,2
2751,8,2022-05-09,40,46,1,2,0
2752,8,2023-02-13,11,58,3,1,2
2753,8,2023-01-02,17,50,1,1,0
2754,8,2023-07-24,37,70,4,5,1
2755,8,2023-05-08,23,57,3,2,0
2756,8,2023-03-06,19,56,1,3,2
2757,8,2022-02-07,35,68,6,1,2
2758,8,2022-03-07,11,41,4,0,1
2759,8,2023-08-28,10,45,7,2,0
2760,8,2022-05-16,31,60,1,2,0
2761,8,2024-05-27,12,59,5,3,1
2762,8,2024-04-01,20,34,2,0,2
2763,8,2023-06-26,10,69,4,5,1
2764,8,2022-02-07,16,69,2,4,0
2765,8,2023-05-08,21,42,6,3,0
2766,8,2022-01-10,10,66,8,2,0
2767,8,2022-06-13,37,50,2,0,2
2768,8,2023-01-16,14,62,0,3,2
2769,8,2022-12-12,38,23,8,5,0
2770,8,2023-02-20,12,52,1,1,2
2771,8,2023-09-18,28,48,7,1,1
2772,8,2023-03-27,21,56,0,0,2
2773,8,2023-10-02,33,67,6,5,0
2774,8,2023-01-30,23,55,0,0,2
2775,8,2023-04-03,14,43,0,2,0
2776,8,2023-03-13,39,57,8,4,0
2777,8,2022-03-07,21,65,3,0,0
2778,8,2023-12-04,24,21,5,3,2
2779,8,2023-10-16,11,54,4,4,1
2780,8,2022-09-12,27,59,3,0,2
2781,8,2022-04-25,40,37,5,0,1
2782,8,2023-08-28,21,20,6,3,0
2783,8,2023-01-02,33,32,0,4,2
2784,8,2023-12-25,11,58,4,5,1
2785,8,2022-09-26,18,47,1,5,1
2786,8,2023-02-27,25,24,3,0,0
2787,8,2024-03-11,12,56,8,5,1
2788,8,2022-09-19,41,50,8,1,2
2789,8,2023-07-10,11,27,8,4,2
2790,8,2022-06-20,43,36,8,1,0
2791,8,2024-04-29,43,45,7,0,0
2792,8,2022-06-06,18,40,6,4,0
2793,8,2022-12-26,39,37,4,4,0
2794,8,2023-05-01,40,42,5,1,1
2795,8,2024-04-22,18,51,2,1,1
2796,8,2022-03-28,45,59,0,0,0
2797,8,2022-06-06,19,25,8,1,2
2798,8,2023-10-23,13,40,7,5,1
2799,8,2023-07-17,44,65,1,3,0
2800,8,2023-10-23,12,27,7,1,1
2801,8,2022-08-01,43,58,4,4,2
2802,8,2023-06-19,31,65,8,1,0
2803,8,2022-09-19,41,55,1,5,0
2804,8,2023-07-24,32,25,7,4,1
2805,8,2022-07-04,18,63,2,5,0
2806,8,2023-12-18,32,45,7,0,1
2807,8,2023-10-30,21,51,6,4,2
2808,8,2022-04-04,24,56,2,4,2
2809,8,2024-06-24,13,68,2,4,0
2810,8,2023-08-07,22,21,8,4,0
2811,8,2024-04-29,12,36,4,1,0
2812,8,2022-07-18,23,59,2,4,2
2813,8,2023-05-08,30,33,4,0,2
2814,8,2022-01-31,14,64,8,4,2
2815,8,2023-09-11,45,28,7,1,1
2816,8,2024-01-15,16,41,7,5,0
2817,8,2023-08-07,10,45,1,4,0
2818,8,2024-02-05,43,42,8,0,0
2819,8,2022-10-17,35,20,3,1,1
2820,8,2024-06-17,26,50,0,2,0
2821,8,2024-05-27,16,56,4,3,1
2822,8,2023-10-09,44,35,3,1,2
2823,8,2024-04-15,18,26,1,3,1
2824,8,2023-01-30,41,38,0,1,1
2825,8,2024-05-27,13,36,2,3,0
2826,8,2023-10-02,19,38,1,1,2
2827,8,2022-10-10,41,51,4,4,1
2828,8,2023-08-14,25,66,6,5,1
2829,8,2022-04-18,45,24,1,2,2
2830,8,2023-11-13,43,63,1,4,2
2831,8,2022-09-19,17,69,1,2,1
2832,8,2024-03-25,24,41,3,1,2
2833,8,2022-06-20,27,39,4,5,1
2834,8,2022-07-11,29,57,6,1,2
2835,8,2023-06-19,11,37,7,0,1
2836,8,2023-05-29,13,35,4,1,2
2837,8,2022-12-12,13,34,7,5,2
2838,8,2023-07-10,32,35,8,1,2
2839,8,2022-08-22,41,67,8,1,2
2840,8,2022-08-29,18,61,1,4,2
2841,8,2022-09-12,15,34,5,4,1
2842,8,2024-05-06,24,68,7,5,1
2843,8,2022-07-25,35,38,3,3,2
2844,8,2023-12-25,27,53,0,2,1
2845,8,2023-04-03,22,42,0,2,0
2846,8,2022-11-07,16,49,1,5,0
2847,8,2024-02-26,43,25,6,2,2
2848,8,2022-05-02,26,30,4,4,0
2849,8,2024-05-27,43,53,6,5,1
2850,8,2023-03-20,39,56,5,1,0
2851,8,2022-01-03,22,33,3,3,0
2852,8,2023-05-22,28,48,1,5,1
2853,8,2023-03-20,29,58,6,1,0
2854,8,2023-04-03,22,53,1,3,2
2855,8,2023-08-28,40,36,6,0,1
2856,8,2023-11-27,29,52,5,5,0
2857,8,2023-06-05,37,51,2,4,2
2858,8,2024-03-18,13,52,1,0,2
2859,8,2022-12-19,14,38,7,0,2
2860,8,2022-10-31,24,40,4,2,1
2861,8,2023-01-30,14,53,8,3,0
2862,8,2024-06-10,22,33,5,5,1
2863,8,2022-09-12,29,48,2,0,1
2864,8,2023-05-15,40,62,7,5,0
2865,8,2023-07-17,38,65,6,0,2
2866,8,2022-02-07,44,25,6,0,1
2867,8,2023-05-08,42,55,1,2,2
2868,8,2023-12-18,23,24,6,5,1
2869,8,2023-12-11,28,25,3,3,0
2870,8,2024-01-15,11,68,5,1,2
2871,8,2022-12-05,20,32,3,2,0
2872,8,2024-02-26,10,48,2,3,0
2873,8,2023-01-02,24,37,1,0,0
2874,8,2023-06-19,23,56,4,4,2
2875,8,2022-04-04,33,32,2,2,0
2876,8,2022-11-21,14,45,3,4,2
2877,8,2024-02-05,43,21,5,4,1
2878,8,2023-06-12,45,40,1,4,0
2879,8,2024-02-19,10,64,3,5,0
2880,8,2023-10-30,38,52,7,1,2
2881,8,2024-01-22,24,34,8,2,0
2882,8,2024-01-22,39,33,5,2,1
2883,8,2022-12-19,33,24,7,1,0
2884,8,2022-09-19,12,66,1,5,0
2885,8,2022-05-30,33,43,6,0,2
2886,8,2022-07-11,28,41,6,3,2
2887,8,2022-06-27,20,65,7,5,1
2888,8,2022-05-02,42,45,0,5,1
2889,8,2024-05-13,42,67,3,0,0
2890,8,2023-07-24,41,60,3,4,1
2891,8,2023-03-27,18,29,3,3,1
2892,8,2023-08-28,13,31,8,0,1
2893,8,2023-08-07,43,28,4,1,0
2894,8,2023-04-24,12,27,5,3,1
2895,8,2023-07-17,33,64,3,4,1
2896,8,2023-04-24,38,40,1,2,0
2897,8,2022-10-03,14,57,5,4,1
2898,8,2023-04-03,27,60,5,2,1
2899,8,2023-06-26,10,55,1,3,0
2900,8,2023-09-04,34,28,8,3,2
2901,8,2022-08-29,43,44,5,2,1
2902,8,2024-06-24,38,25,7,1,2
2903,8,2022-02-14,29,63,3,0,0
2904,8,2022-08-08,20,23,0,3,0
2905,8,2022-04-18,25,50,8,5,2
2906,8,2022-09-26,14,41,0,3,1
2907,8,2022-10-31,37,49,8,2,1
2908,8,2022-06-20,15,53,4,2,0
2909,8,2023-11-27,21,45,5,3,1
2910,8,2022-08-08,28,33,3,0,1
2911,8,2023-08-14,20,44,6,5,0
2912,8,2022-03-28,11,49,4,3,0
2913,8,2024-02-05,33,30,1,0,0
2914,8,2024-06-24,16,49,8,2,1
2915,8,2022-05-23,13,68,0,5,2
2916,8,2022-10-03,45,59,8,3,1
2917,8,2024-04-22,38,35,8,0,1
2918,8,2024-04-08,40,61,8,5,0
2919,8,2022-02-21,28,58,6,3,1
2920,8,2023-09-18,16,46,6,0,2
2921,8,2022-08-08,40,42,4,4,1
2922,8,2022-07-18,23,43,3,1,2
2923,8,2022-08-22,14,32,6,5,1
2924,8,2022-06-13,24,52,1,5,0
2925,8,2022-08-01,42,51,4,5,0
2926,8,2023-05-01,27,59,8,5,2
2927,8,2022-10-31,31,54,1,2,2
2928,8,2023-01-16,18,24,7,3,0
2929,8,2022-07-25,10,61,2,3,2
2930,8,2023-01-30,45,34,0,0,1
2931,8,2023-11-27,34,37,0,1,2
2932,8,2023-07-24,25,57,2,4,2
